	Wave (A)	FluxDens(1d-15)   Err
       4177.3200       18.913420      0.11441402
       4177.8100       18.894708      0.11432222
       4178.3000       18.975897      0.11453234
       4178.7900       18.973835      0.11448185
       4179.2800       18.904488      0.11418482
       4179.7700       18.860667      0.11399642
       4180.2600       18.886184      0.11404174
       4180.7500       18.920828      0.11408488
       4181.2400       18.929699      0.11402722
       4181.7300       18.972350      0.11411540
       4182.2200       18.863098      0.11373026
       4182.7100       18.674220      0.11310245
       4183.2000       18.828240      0.11353024
       4183.6900       18.874624      0.11360607
       4184.1800       18.752835      0.11321848
       4184.6700       18.760434      0.11321567
       4185.1600       18.876075      0.11349526
       4185.6500       18.751544      0.11305903
       4186.1400       18.671163      0.11273832
       4186.6300       18.826202      0.11312322
       4187.1200       18.821127      0.11305666
       4187.6100       18.769976      0.11288152
       4188.1000       18.845319      0.11305411
       4188.5900       18.815725      0.11289474
       4189.0800       18.690793      0.11250787
       4189.5700       18.648546      0.11234546
       4190.0600       18.692450      0.11237131
       4190.5500       18.721254      0.11238908
       4191.0400       18.798188      0.11261371
       4191.5300       18.802206      0.11260470
       4192.0200       18.673193      0.11214741
       4192.5100       18.693652      0.11214715
       4193.0000       18.801893      0.11245037
       4193.4900       18.784464      0.11237268
       4193.9800       18.660460      0.11195347
       4194.4700       18.577948      0.11162567
       4194.9600       18.623895      0.11170993
       4195.4500       18.707129      0.11192219
       4195.9400       18.665732      0.11170666
       4196.4300       18.597075      0.11143995
       4196.9200       18.618728      0.11144296
       4197.4100       18.610586      0.11135589
       4197.9000       18.567396      0.11120903
       4198.3900       18.596434      0.11124000
       4198.8800       18.513352      0.11093624
       4199.3700       18.568260      0.11106983
       4199.8600       18.685467      0.11141785
       4200.3500       18.519903      0.11088155
       4200.8400       18.373266      0.11029338
       4201.3300       18.520563      0.11057954
       4201.8200       18.624306      0.11085679
       4202.3100       18.570146      0.11066421
       4202.8000       18.511758      0.11044229
       4203.2900       18.359125      0.10991877
       4203.7800       18.291249      0.10967692
       4204.2700       18.320207      0.10973649
       4204.7600       18.435391      0.10999456
       4205.2500       18.452660      0.10999480
       4205.7400       18.278303      0.10946848
       4206.2300       18.307859      0.10948300
       4206.7200       18.344390      0.10956052
       4207.2100       18.334950      0.10944183
       4207.7000       18.198343      0.10893278
       4208.1900       18.207115      0.10890137
       4208.6800       18.460245      0.10953275
       4209.1700       18.429494      0.10938294
       4209.6600       18.326980      0.10908469
       4210.1500       18.275897      0.10888443
       4210.6400       18.180958      0.10855162
       4211.1300       18.074947      0.10817952
       4211.6200       18.263238      0.10865766
       4212.1100       18.391769      0.10898723
       4212.6000       18.281686      0.10860623
       4213.0900       18.119898      0.10806336
       4213.5800       18.037888      0.10778137
       4214.0700       18.115355      0.10792061
       4214.5600       18.228946      0.10821371
       4215.0500       18.154317      0.10798179
       4215.5400       18.102163      0.10775521
       4216.0300       18.101903      0.10768989
       4216.5200       17.868286      0.10775397
       4217.0100       17.793351      0.10771258
       4217.5000       17.922112      0.10697305
       4217.9900       18.065298      0.10747100
       4218.4800       18.044966      0.10737978
       4218.9700       17.944900      0.10699659
       4219.4600       17.931937      0.10691458
       4219.9500       18.001136      0.10707846
       4220.4400       18.188934      0.10756743
       4220.9300       17.995680      0.10696941
       4221.4200       17.827787      0.10644971
       4221.9100       17.859678      0.10648935
       4222.4000       17.906904      0.10656259
       4222.8900       17.886649      0.10644823
       4223.3800       17.812562      0.10621727
       4223.8700       17.793403      0.10611410
       4224.3600       17.817552      0.10615424
       4224.8500       17.911331      0.10641247
       4225.3400       17.787960      0.10599914
       4225.8300       17.756017      0.10583063
       4226.3200       17.723447      0.10566725
       4226.8100       17.717004      0.10559568
       4227.3000       17.866470      0.10601301
       4227.7900       17.831240      0.10590191
       4228.2800       17.864054      0.10597374
       4228.7700       17.816137      0.10580331
       4229.2600       17.562829      0.10503890
       4229.7500       17.602223      0.10512289
       4230.2400       17.766906      0.10554487
       4230.7300       17.641813      0.10515849
       4231.2200       17.600495      0.10502600
       4231.7100       17.601267      0.10498850
       4232.2000       17.590215      0.10491227
       4232.6900       17.570731      0.10480562
       4233.1800       17.584414      0.10480627
       4233.6700       17.676775      0.10506411
       4234.1600       17.699927      0.10513043
       4234.6500       17.746554      0.10523009
       4235.1400       17.808068      0.10537167
       4235.6300       17.790967      0.10528769
       4236.1200       17.732266      0.10507346
       4236.6100       17.730208      0.10506294
       4237.1000       17.781253      0.10520546
       4237.5900       17.638976      0.10474390
       4238.0800       17.563741      0.10449607
       4238.5700       17.673474      0.10479951
       4239.0600       17.699174      0.10481988
       4239.5500       17.618439      0.10454747
       4240.0400       17.647416      0.10460688
       4240.5300       17.846008      0.10514709
       4241.0200       17.754016      0.10486394
       4241.5100       17.465042      0.10401071
       4242.0000       17.533878      0.10418367
       4242.4900       17.627770      0.10442375
       4242.9800       17.615777      0.10435285
       4243.4700       17.684198      0.10453215
       4243.9600       17.695261      0.10455042
       4244.4500       17.612565      0.10429958
       4244.9400       17.529135      0.10408659
       4245.4300       17.510464      0.10409880
       4245.9200       17.594748      0.10440880
       4246.4100       17.725439      0.10480405
       4246.9000       17.720078      0.10465310
       4247.3900       17.620746      0.10416836
       4247.8800       17.644001      0.10414274
       4248.3700       17.693444      0.10422734
       4248.8600       17.619740      0.10398899
       4249.3500       17.546116      0.10380223
       4249.8400       17.553786      0.10380675
       4250.3300       17.642974      0.10401706
       4250.8200       17.678222      0.10408566
       4251.3100       17.615011      0.10386550
       4251.8000       17.632372      0.10390231
       4252.2900       17.646263      0.10395855
       4252.7800       17.599641      0.10381539
       4253.2700       17.606388      0.10377437
       4253.7600       17.605871      0.10363929
       4254.2500       17.589628      0.10352064
       4254.7400       17.749842      0.10399895
       4255.2300       17.890118      0.10437237
       4255.7200       17.843410      0.10423105
       4256.2100       17.852182      0.10427607
       4256.7000       17.811387      0.10413286
       4257.1900       17.753925      0.10394158
       4257.6800       17.784247      0.10400868
       4258.1700       17.810840      0.10401793
       4258.6600       17.791439      0.10394617
       4259.1500       17.688451      0.10368315
       4259.6400       17.645803      0.10353489
       4260.1300       17.747665      0.10377028
       4260.6200       17.737551      0.10370301
       4261.1100       17.640621      0.10343451
       4261.6000       17.652593      0.10347822
       4262.0900       17.751733      0.10372672
       4262.5800       17.692591      0.10355464
       4263.0700       17.593319      0.10325980
       4263.5600       17.574394      0.10317423
       4264.0500       17.496577      0.10293423
       4264.5400       17.529026      0.10302778
       4265.0300       17.664700      0.10341493
       4265.5200       17.582058      0.10317026
       4266.0100       17.514979      0.10296525
       4266.5000       17.687688      0.10345237
       4266.9900       17.693825      0.10345563
       4267.4800       17.596483      0.10312944
       4267.9700       17.628536      0.10320694
       4268.4600       17.665642      0.10330112
       4268.9500       17.720123      0.10345861
       4269.4400       17.603769      0.10311422
       4269.9300       17.522292      0.10287859
       4270.4200       17.629608      0.10316915
       4270.9100       17.555115      0.10291304
       4271.4000       17.527688      0.10285114
       4271.8900       17.589011      0.10300541
       4272.3800       17.634603      0.10312032
       4272.8700       17.469797      0.10268855
       4273.3600       17.325709      0.10223493
       4273.8500       17.434206      0.10254089
       4274.3400       17.387712      0.10242441
       4274.8300       17.326125      0.10224213
       4275.3200       17.392731      0.10243491
       4275.8100       17.453349      0.10257828
       4276.3000       17.513745      0.10276370
       4276.7900       17.530819      0.10279215
       4277.2800       17.434668      0.10251980
       4277.7700       17.498974      0.10272636
       4278.2600       17.586576      0.10292384
       4278.7500       17.413097      0.10242718
       4279.2400       17.461095      0.10255291
       4279.7300       17.463369      0.10252090
       4280.2200       17.468883      0.10256641
       4280.7100       17.437709      0.10245702
       4281.2000       17.369783      0.10221923
       4281.6900       17.394533      0.10230517
       4282.1800       17.446634      0.10246696
       4282.6700       17.414407      0.10239515
       4283.1600       17.315332      0.10211804
       4283.6500       17.325906      0.10212070
       4284.1400       17.341045      0.10216984
       4284.6300       17.215445      0.10184715
       4285.1200       17.257604      0.10193861
       4285.6100       17.386426      0.10228829
       4286.1000       17.310765      0.10208402
       4286.5900       17.389452      0.10229220
       4287.0800       17.404311      0.10234537
       4287.5700       17.286237      0.10200965
       4288.0600       17.231890      0.10187300
       4288.5500       17.306752      0.10182072
       4289.0400       17.303908      0.10316627
       4289.5300       17.262201      0.10342541
       4290.0200       17.333239      0.10231577
       4290.5100       17.305255      0.10194568
       4291.0000       17.290771      0.10203899
       4291.4900       17.320008      0.10211582
       4291.9800       17.193067      0.10173882
       4292.4700       17.079302      0.10141306
       4292.9600       17.173924      0.10170816
       4293.4500       17.210195      0.10176209
       4293.9400       17.198220      0.10166063
       4294.4300       17.186556      0.10160188
       4294.9200       17.223721      0.10170572
       4295.4100       17.286205      0.10187520
       4295.9000       17.305567      0.10192495
       4296.3900       17.235429      0.10171197
       4296.8800       17.147974      0.10144514
       4297.3700       17.137909      0.10141988
       4297.8600       17.181637      0.10154930
       4298.3500       17.202714      0.10161486
       4298.8400       17.179352      0.10155438
       4299.3300       17.116994      0.10138461
       4299.8200       16.999889      0.10100170
       4300.3100       16.901108      0.10060849
       4300.8000       17.048446      0.10098202
       4301.2900       17.173335      0.10133778
       4301.7800       17.170732      0.10134371
       4302.2700       17.196842      0.10142545
       4302.7600       17.066060      0.10103976
       4303.2500       16.913948      0.10061630
       4303.7400       17.013044      0.10091902
       4304.2300       17.052451      0.10102326
       4304.7200       16.819362      0.10035849
       4305.2100       16.740235      0.10013901
       4305.7000       16.799239      0.10028881
       4306.1900       16.750202      0.10014705
       4306.6800       16.732308      0.10011529
       4307.1700       16.714095      0.10005739
       4307.6600       16.812565      0.10034100
       4308.1500       16.989925      0.10088099
       4308.6400       16.968688      0.10080648
       4309.1300       16.854862      0.10045126
       4309.6200       16.823832      0.10037686
       4310.1100       16.852716      0.10048169
       4310.6000       16.818139      0.10039657
       4311.0900       16.783263      0.10029978
       4311.5800       16.801989      0.10037103
       4312.0700       16.774737      0.10031536
       4312.5600       16.805178      0.10042189
       4313.0500       16.823892      0.10052857
       4313.5400       16.707853      0.10025181
       4314.0300       16.799915      0.10048887
       4314.5200       16.906905      0.10071580
       4315.0100       16.826272      0.10043551
       4315.5000       16.818564      0.10042426
       4315.9900       16.860474      0.10055528
       4316.4800       16.863622      0.10055701
       4316.9700       16.850687      0.10054016
       4317.4600       16.916177      0.10075122
       4317.9500       16.959234      0.10085456
       4318.4400       16.939791      0.10076977
       4318.9300       16.947593      0.10081001
       4319.4200       16.882466      0.10064064
       4319.9100       16.965107      0.10096114
       4320.4000       17.089331      0.10135657
       4320.8900       17.082818      0.10130705
       4321.3800       17.014576      0.10108803
       4321.8700       17.041963      0.10111282
       4322.3600       17.052360      0.10112412
       4322.8500       16.978984      0.10091608
       4323.3400       16.921804      0.10076016
       4323.8300       17.040700      0.10113383
       4324.3200       17.118646      0.10140832
       4324.8100       16.993208      0.10104170
       4325.3000       16.871392      0.10068373
       4325.7900       16.999063      0.10102494
       4326.2800       17.190074      0.10154991
       4326.7700       17.253281      0.10175804
       4327.2600       17.161945      0.10146880
       4327.7500       17.260936      0.10175956
       4328.2400       17.308955      0.10194476
       4328.7300       17.126166      0.10139031
       4329.2200       17.149407      0.10145377
       4329.7100       17.222789      0.10169843
       4330.2000       17.110592      0.10139205
       4330.6900       16.991347      0.10105757
       4331.1800       17.120205      0.10140685
       4331.6700       17.154287      0.10154075
       4332.1600       17.059101      0.10127705
       4332.6500       17.103563      0.10140911
       4333.1400       17.079596      0.10136755
       4333.6300       17.043898      0.10123089
       4334.1200       17.187003      0.10162022
       4334.6100       17.269960      0.10192629
       4335.1000       17.319386      0.10206501
       4335.5900       17.195075      0.10173040
       4336.0800       17.182820      0.10169867
       4336.5700       17.141100      0.10155155
       4337.0600       17.213857      0.10175626
       4337.5500       17.350932      0.10216568
       4338.0400       17.408899      0.10233603
       4338.5300       17.386211      0.10227927
       4339.0200       17.484898      0.10256939
       4339.5100       17.418099      0.10236955
       4340.0000       17.222946      0.10176975
       4340.4900       17.389661      0.10230490
       4340.9800       17.613087      0.10290213
       4341.4700       17.644681      0.10293986
       4341.9600       17.625124      0.10289917
       4342.4500       17.652504      0.10297906
       4342.9400       17.781728      0.10336393
       4343.4300       17.669024      0.10304749
       4343.9200       17.610866      0.10287988
       4344.4100       17.643113      0.10298167
       4344.9000       17.668091      0.10306187
       4345.3900       17.707032      0.10321751
       4345.8800       17.717959      0.10324949
       4346.3700       17.617611      0.10298226
       4346.8600       17.719886      0.10332804
       4347.3500       17.741900      0.10330391
       4347.8400       17.594407      0.10275553
       4348.3300       17.668070      0.10298359
       4348.8200       17.791236      0.10329961
       4349.3100       17.802861      0.10331138
       4349.8000       17.853739      0.10346633
       4350.2900       18.023961      0.10395468
       4350.7800       18.050090      0.10402905
       4351.2700       17.968136      0.10377130
       4351.7600       18.234275      0.10451292
       4352.2500       18.351406      0.10488455
       4352.7400       18.234049      0.10458692
       4353.2300       18.416923      0.10511448
       4353.7200       18.480725      0.10527640
       4354.2100       18.429294      0.10513173
       4354.7000       18.458289      0.10521868
       4355.1900       18.485383      0.10531860
       4355.6800       18.602994      0.10574488
       4356.1700       18.791851      0.10656249
       4356.6600       19.012844      0.10801661
       4357.1500       19.101524      0.10958437
       4357.6400       19.097740      0.11042526
       4358.1300       19.200581      0.11032440
       4358.6200       19.270725      0.10940847
       4359.1100       19.364214      0.10874778
       4359.6000       19.549367      0.10877796
       4360.0900       19.724390      0.10902277
       4360.5800       20.124577      0.11000733
       4361.0700       20.651753      0.11139020
       4361.5600       21.004937      0.11233377
       4362.0500       21.487944      0.11361142
       4362.5400       22.525180      0.11624964
       4363.0300       24.277261      0.12058955
       4363.5200       26.958437      0.12696955
       4364.0100       30.360198      0.13467984
       4364.5000       33.782857      0.14206949
       4364.9900       36.355333      0.14739873
       4365.4800       36.983286      0.14867197
       4365.9700       35.663908      0.14599546
       4366.4600       32.644453      0.13968803
       4366.9500       28.510470      0.13058530
       4367.4400       24.929344      0.12219595
       4367.9300       22.776381      0.11685852
       4368.4200       21.698210      0.11409468
       4368.9100       21.106610      0.11259196
       4369.4000       20.846820      0.11194423
       4369.8900       20.573312      0.11120294
       4370.3800       20.354556      0.11058866
       4370.8700       20.168842      0.11008367
       4371.3600       19.937824      0.10947584
       4371.8500       19.825966      0.10921774
       4372.3400       19.777233      0.10908590
       4372.8300       19.801338      0.10916279
       4373.3200       19.565261      0.10860582
       4373.8100       19.373524      0.10810270
       4374.3000       19.307202      0.10792544
       4374.7900       19.290927      0.10784924
       4375.2800       19.455090      0.10829119
       4375.7700       19.459043      0.10831646
       4376.2600       19.330216      0.10797706
       4376.7500       19.232753      0.10768445
       4377.2400       19.095644      0.10733237
       4377.7300       18.938416      0.10688612
       4378.2200       18.808208      0.10652906
       4378.7100       18.782846      0.10646341
       4379.2000       18.653928      0.10605785
       4379.6900       18.469398      0.10558165
       4380.1800       18.454976      0.10557595
       4380.6700       18.532097      0.10578940
       4381.1600       18.478814      0.10561962
       4381.6500       18.444115      0.10556063
       4382.1400       18.499916      0.10573514
       4382.6300       18.328887      0.10521611
       4383.1200       18.192092      0.10484364
       4383.6100       18.152676      0.10474798
       4384.1000       18.144074      0.10477951
       4384.5900       18.226933      0.10502452
       4385.0800       18.250261      0.10506790
       4385.5700       18.164611      0.10483594
       4386.0600       17.843033      0.10392207
       4386.5500       18.057663      0.10457282
       4387.0400       18.094446      0.10465900
       4387.5300       18.028886      0.10447291
       4388.0200       17.902437      0.10410700
       4388.5100       17.811616      0.10373735
       4389.0000       17.907800      0.10399067
       4389.4900       17.802968      0.10375154
       4389.9800       17.702166      0.10346057
       4390.4700       17.730413      0.10355986
       4390.9600       17.949456      0.10420127
       4391.4500       17.745793      0.10362958
       4391.9400       17.703042      0.10352411
       4392.4300       17.780379      0.10375016
       4392.9200       17.749994      0.10365624
       4393.4100       17.881032      0.10408058
       4393.9000       17.841311      0.10397294
       4394.3900       17.847848      0.10399142
       4394.8800       17.841999      0.10390624
       4395.3700       17.817569      0.10380168
       4395.8600       17.792471      0.10371407
       4396.3500       17.908339      0.10404969
       4396.8400       17.670423      0.10337929
       4397.3300       17.627851      0.10325133
       4397.8200       17.705030      0.10350352
       4398.3100       17.733583      0.10357529
       4398.8000       17.715884      0.10359583
       4399.2900       17.580618      0.10323965
       4399.7800       17.636064      0.10343731
       4400.2700       17.631308      0.10346621
       4400.7600       17.697800      0.10366322
       4401.2500       17.680873      0.10359944
       4401.7400       17.675765      0.10355686
       4402.2300       17.580227      0.10327345
       4402.7200       17.480812      0.10299681
       4403.2100       17.632255      0.10346764
       4403.7000       17.767451      0.10386962
       4404.1900       17.597026      0.10337074
       4404.6800       17.476021      0.10303533
       4405.1700       17.640925      0.10353213
       4405.6600       17.773590      0.10392305
       4406.1500       17.697481      0.10374843
       4406.6400       17.727072      0.10385739
       4407.1300       17.717203      0.10385262
       4407.6200       17.652081      0.10370405
       4408.1100       17.660216      0.10375596
       4408.6000       17.726336      0.10394806
       4409.0900       17.786868      0.10408387
       4409.5800       17.779043      0.10404337
       4410.0700       17.859140      0.10431499
       4410.5600       17.915757      0.10454239
       4411.0500       17.933749      0.10465697
       4411.5400       17.994141      0.10482636
       4412.0300       18.146194      0.10523780
       4412.5200       18.204768      0.10538996
       4413.0100       18.182076      0.10533291
       4413.5000       18.200609      0.10541110
       4413.9900       18.066559      0.10504176
       4414.4800       18.002683      0.10490535
       4414.9700       17.950849      0.10481755
       4415.4600       17.933324      0.10477755
       4415.9500       17.915048      0.10468889
       4416.4400       17.817070      0.10437709
       4416.9300       17.789776      0.10431913
       4417.4200       17.754291      0.10421704
       4417.9100       17.749282      0.10420323
       4418.4000       17.690925      0.10409943
       4418.8900       17.655833      0.10402379
       4419.3800       17.855690      0.10459621
       4419.8700       18.059413      0.10522932
       4420.3600       18.000151      0.10512723
       4420.8500       17.933440      0.10489262
       4421.3400       17.899687      0.10473375
       4421.8300       17.883430      0.10472596
       4422.3200       17.801714      0.10451223
       4422.8100       17.718578      0.10428414
       4423.3000       17.756270      0.10442455
       4423.7900       17.694286      0.10428473
       4424.2800       17.659279      0.10423152
       4424.7700       17.685683      0.10431654
       4425.2600       17.614898      0.10414353
       4425.7500       17.669906      0.10433127
       4426.2400       17.590119      0.10406469
       4426.7300       17.539409      0.10392028
       4427.2200       17.681588      0.10435706
       4427.7100       17.770664      0.10461881
       4428.2000       17.711085      0.10445487
       4428.6900       17.639284      0.10428353
       4429.1800       17.640560      0.10429460
       4429.6700       17.722338      0.10450949
       4430.1600       17.542018      0.10403042
       4430.6500       17.573261      0.10420257
       4431.1400       17.757502      0.10477710
       4431.6300       17.683479      0.10456766
       4432.1200       17.590043      0.10427016
       4432.6100       17.676067      0.10455427
       4433.1000       17.667485      0.10454938
       4433.5900       17.555412      0.10419974
       4434.0800       17.761436      0.10481543
       4434.5700       17.679432      0.10456264
       4435.0600       17.699143      0.10465593
       4435.5500       17.828397      0.10503942
       4436.0400       17.825359      0.10494476
       4436.5300       17.772613      0.10481699
       4437.0200       17.733195      0.10470348
       4437.5100       17.726519      0.10477000
       4438.0000       17.690216      0.10469392
       4438.4900       17.743333      0.10479509
       4438.9800       17.717487      0.10475215
       4439.4700       17.745683      0.10489693
       4439.9600       17.736913      0.10487604
       4440.4500       17.866027      0.10519786
       4440.9400       17.867275      0.10523059
       4441.4300       17.796299      0.10502704
       4441.9200       17.895789      0.10530528
       4442.4100       17.848297      0.10507123
       4442.9000       17.875645      0.10515899
       4443.3900       17.948501      0.10538244
       4443.8800       17.890802      0.10523682
       4444.3700       17.921971      0.10534863
       4444.8600       17.982122      0.10555120
       4445.3500       18.143074      0.10602973
       4445.8400       18.020459      0.10567247
       4446.3300       17.753058      0.10492933
       4446.8200       17.567525      0.10436197
       4447.3100       17.658498      0.10458950
       4447.8000       17.775404      0.10494615
       4448.2900       17.769615      0.10497580
       4448.7800       17.832951      0.10515692
       4449.2700       17.752435      0.10491420
       4449.7600       17.715678      0.10480848
       4450.2500       17.757780      0.10493978
       4450.7400       17.777801      0.10502372
       4451.2300       17.775806      0.10501947
       4451.7200       17.774284      0.10501394
       4452.2100       17.700947      0.10476759
       4452.7000       17.725358      0.10485586
       4453.1900       17.759184      0.10496239
       4453.6800       17.801252      0.10509977
       4454.1700       17.767273      0.10500240
       4454.6600       17.742050      0.10492514
       4455.1500       17.865282      0.10541006
       4455.6400       17.967040      0.10692153
       4456.1300       17.993423      0.10617071
       4456.6200       18.106545      0.10593577
       4457.1100       18.106310      0.10597739
       4457.6000       18.020605      0.10578194
       4458.0900       18.049477      0.10587176
       4458.5800       17.993383      0.10570841
       4459.0700       17.920897      0.10547804
       4459.5600       17.927025      0.10549897
       4460.0500       17.872797      0.10536675
       4460.5400       17.777934      0.10506025
       4461.0300       17.752654      0.10499261
       4461.5200       17.938791      0.10554808
       4462.0100       17.824491      0.10522914
       4462.5000       17.782958      0.10509459
       4462.9900       17.875905      0.10535168
       4463.4800       17.875783      0.10531499
       4463.9700       17.784064      0.10502922
       4464.4600       17.709983      0.10484237
       4464.9500       17.752489      0.10497406
       4465.4400       17.744236      0.10496308
       4465.9300       17.588594      0.10449426
       4466.4200       17.509052      0.10425796
       4466.9100       17.653857      0.10466753
       4467.4000       17.790494      0.10501583
       4467.8900       17.722143      0.10485469
       4468.3800       17.642135      0.10461464
       4468.8700       17.668192      0.10466324
       4469.3600       17.617031      0.10450891
       4469.8500       17.620046      0.10449848
       4470.3400       17.633983      0.10453510
       4470.8300       17.595907      0.10443667
       4471.3200       17.649669      0.10458326
       4471.8100       17.663513      0.10459794
       4472.3000       17.788977      0.10497116
       4472.7900       17.801375      0.10499200
       4473.2800       17.660644      0.10455861
       4473.7700       17.627583      0.10446220
       4474.2600       17.589310      0.10434998
       4474.7500       17.647742      0.10451803
       4475.2400       17.601358      0.10436640
       4475.7300       17.517741      0.10409480
       4476.2200       17.646940      0.10445858
       4476.7100       17.703073      0.10461413
       4477.2000       17.634177      0.10441740
       4477.6900       17.559094      0.10421606
       4478.1800       17.573393      0.10423003
       4478.6700       17.648109      0.10441057
       4479.1600       17.703240      0.10453563
       4479.6500       17.641652      0.10435573
       4480.1400       17.637420      0.10433035
       4480.6300       17.683543      0.10444706
       4481.1200       17.517008      0.10392788
       4481.6100       17.589577      0.10413577
       4482.1000       17.619878      0.10422781
       4482.5900       17.585003      0.10409186
       4483.0800       17.626388      0.10420910
       4483.5700       17.689920      0.10444389
       4484.0600       17.577586      0.10415157
       4484.5500       17.524661      0.10394832
       4485.0400       17.680508      0.10418879
       4485.5300       17.684802      0.10420501
       4486.0200       17.798576      0.10453404
       4486.5100       17.815557      0.10452009
       4487.0000       17.622836      0.10390267
       4487.4900       17.673440      0.10404253
       4487.9800       17.729652      0.10419090
       4488.4700       17.726134      0.10416613
       4488.9600       17.735232      0.10419083
       4489.4500       17.664853      0.10392187
       4489.9400       17.665554      0.10396666
       4490.4300       17.902986      0.10456439
       4490.9200       17.901595      0.10449437
       4491.4100       17.749996      0.10400508
       4491.9000       17.817655      0.10415016
       4492.3900       17.914582      0.10444269
       4492.8800       18.064201      0.10484731
       4493.3700       18.108476      0.10495626
       4493.8600       18.227866      0.10522373
       4494.3500       18.379120      0.10563883
       4494.8400       18.797364      0.10681631
       4495.3300       19.374793      0.10837966
       4495.8200       19.713498      0.10930291
       4496.3100       20.380664      0.11108133
       4496.8000       20.790476      0.11218882
       4497.2900       20.594862      0.11162174
       4497.7800       20.243142      0.11065841
       4498.2700       19.754917      0.10938127
       4498.7600       19.053566      0.10641348
       4499.2500       18.619436      0.11107086
       4499.7400       18.419489      0.12421634
       4500.2300       18.169174      0.10563392
       4500.7200       18.059138      0.10408511
       4501.2100       17.936466      0.10405248
       4501.7000       17.864150      0.10374645
       4502.1900       17.794418      0.10353676
       4502.6800       17.729667      0.10333931
       4503.1700       17.678127      0.10317080
       4503.6600       17.734683      0.10332901
       4504.1500       17.726825      0.10325133
       4504.6400       17.722921      0.10320472
       4505.1300       17.775173      0.10329393
       4505.6200       17.780597      0.10335241
       4506.1100       17.826870      0.10347422
       4506.6000       17.614185      0.10281691
       4507.0900       17.744628      0.10314519
       4507.5800       17.575295      0.10265285
       4508.0700       17.459381      0.10228874
       4508.5600       17.522876      0.10241767
       4509.0500       17.622189      0.10266560
       4509.5400       17.574931      0.10250945
       4510.0300       17.488716      0.10225682
       4510.5200       17.416986      0.10206768
       4511.0100       17.519013      0.10231571
       4511.5000       17.387009      0.10189490
       4511.9900       17.401221      0.10188966
       4512.4800       17.227816      0.10140282
       4512.9700       17.361434      0.10177598
       4513.4600       17.488305      0.10210535
       4513.9500       17.521608      0.10217463
       4514.4400       17.501368      0.10208349
       4514.9300       17.326124      0.10152487
       4515.4200       17.407991      0.10177160
       4515.9100       17.424457      0.10180895
       4516.4000       17.367886      0.10158091
       4516.8900       17.312453      0.10139705
       4517.3800       17.305672      0.10137054
       4517.8700       17.237443      0.10116517
       4518.3600       17.280622      0.10128744
       4518.8500       17.256954      0.10118049
       4519.3400       17.024121      0.10047984
       4519.8300       16.946939      0.10022884
       4520.3200       17.093126      0.10066682
       4520.8100       17.110590      0.10072427
       4521.3000       17.155431      0.10077579
       4521.7900       17.212741      0.10092478
       4522.2800       17.127234      0.10065336
       4522.7700       17.035186      0.10034178
       4523.2600       17.027656      0.10031440
       4523.7500       17.051050      0.10034338
       4524.2400       16.962649      0.10005270
       4524.7300       16.882640     0.099792469
       4525.2200       16.933997     0.099914791
       4525.7100       16.996190      0.10008241
       4526.2000       17.033947      0.10018794
       4526.6900       17.012780      0.10014086
       4527.1800       16.988020      0.10003620
       4527.6700       16.824856     0.099521613
       4528.1600       16.694616     0.099125270
       4528.6500       16.883139     0.099647659
       4529.1400       16.944968     0.099825475
       4529.6300       16.863979     0.099559195
       4530.1200       16.857360     0.099479609
       4530.6100       16.878707     0.099534669
       4531.1000       16.818004     0.099387108
       4531.5900       16.687491     0.099006450
       4532.0800       16.761276     0.099141108
       4532.5700       16.740780     0.099001144
       4533.0600       16.770995     0.099059893
       4533.5500       17.004528     0.099699058
       4534.0400       16.965839     0.099541642
       4534.5300       16.883984     0.099246560
       4535.0200       16.827083     0.099071457
       4535.5100       16.704464     0.098710225
       4536.0000       16.687827     0.098607690
       4536.4900       16.695674     0.098612580
       4536.9800       16.708873     0.098610293
       4537.4700       16.782443     0.098814261
       4537.9600       16.766959     0.098783505
       4538.4500       16.606635     0.098239058
       4538.9400       16.594507     0.098116133
       4539.4300       16.684378     0.098328597
       4539.9200       16.808873     0.098637257
       4540.4100       16.804231     0.098619043
       4540.9000       16.702994     0.098325294
       4541.3900       16.803226     0.098614587
       4541.8800       16.809695     0.098610377
       4542.3700       16.735111     0.098363928
       4542.8600       16.565719     0.097842925
       4543.3500       16.471122     0.097593072
       4543.8400       16.649979     0.098076533
       4544.3300       16.623879     0.097922457
       4544.8200       16.603951     0.097874789
       4545.3100       16.621830     0.097867107
       4545.8000       16.637567     0.097880642
       4546.2900       16.667734     0.097966608
       4546.7800       16.714881     0.098076407
       4547.2700       16.681204     0.097908233
       4547.7600       16.727058     0.098058392
       4548.2500       16.637905     0.097751623
       4548.7400       16.636932     0.097671754
       4549.2300       16.575300     0.097442541
       4549.7200       16.551891     0.097391621
       4550.2100       16.649245     0.097670106
       4550.7000       16.624642     0.097564621
       4551.1900       16.627401     0.097494537
       4551.6800       16.581232     0.097340491
       4552.1700       16.542166     0.097240059
       4552.6600       16.518092     0.097160687
       4553.1500       16.521589     0.097146019
       4553.6400       16.468037     0.096961397
       4554.1300       16.465656     0.096902305
       4554.6200       16.479230     0.096903241
       4555.1100       16.391193     0.096604043
       4555.6000       16.482065     0.096835861
       4556.0900       16.598656     0.097186332
       4556.5800       16.494367     0.096868597
       4557.0700       16.496724     0.096844638
