5.400000000000000000e+03 3.434130442613438170e-16 6.582385677341773874e-17
5.401252929687500000e+03 3.567110380167627052e-16 6.528488573861288718e-17
5.402505371093750000e+03 3.584025363426499413e-16 6.501865269537901990e-17
5.403758300781250000e+03 2.605290174879384101e-16 6.378292426956360165e-17
5.405011230468750000e+03 3.410619454975618962e-16 6.446071606348955253e-17
5.406263671875000000e+03 3.271015190378309418e-16 6.370237011279073760e-17
5.407516601562500000e+03 3.548329277446835061e-16 6.334424722966957959e-17
5.408769531250000000e+03 2.692854588081961551e-16 6.198604313363710984e-17
5.410021972656250000e+03 3.304900214037625669e-16 6.182756856316175059e-17
5.411274902343750000e+03 2.887096712941909738e-16 6.109618208298726394e-17
5.412527832031250000e+03 2.714175201457740341e-16 6.052547378243997782e-17
5.413780273437500000e+03 3.460140971539045615e-16 6.072614118160044191e-17
5.415033203125000000e+03 3.373677436470102738e-16 6.072698159710279578e-17
5.416286132812500000e+03 2.871294519217492715e-16 5.978195090831811315e-17
5.417538574218750000e+03 2.841744716061342380e-16 5.861528875492842249e-17
5.418791503906250000e+03 2.426800215860405729e-16 5.796370866025305196e-17
5.420044433593750000e+03 2.489296159593400127e-16 5.842967604291642351e-17
5.421296875000000000e+03 2.393906750144969044e-16 7.043912754476960771e-17
5.422549804687500000e+03 2.618429508775870418e-16 1.474700904781987951e-16
5.423802734375000000e+03 2.952197018289915093e-16 8.550538198692065293e-17
5.425055664062500000e+03 3.000046438875902553e-16 5.705584815947405217e-17
5.426308105468750000e+03 2.840090884231828358e-16 5.639761091522885487e-17
5.427561035156250000e+03 3.047459902191850065e-16 5.616515992821165325e-17
5.428813964843750000e+03 2.905526826385183229e-16 5.566498035541308847e-17
5.430066406250000000e+03 2.716804709363372910e-16 5.498206335041175904e-17
5.431319335937500000e+03 3.147256265246167663e-16 5.519113159587331167e-17
5.432572265625000000e+03 3.099999238327666180e-16 5.481277256624665639e-17
5.433824707031250000e+03 2.262078248003453976e-16 5.376468179058276693e-17
5.435077636718750000e+03 2.461355454339236946e-16 5.307883987493544999e-17
5.436330566406250000e+03 2.641442599859381707e-16 5.291370153744536355e-17
5.437583007812500000e+03 2.086669371330113123e-16 5.252527406540271281e-17
5.438835937500000000e+03 2.126731118059485342e-16 5.245990363595387214e-17
5.440088867187500000e+03 2.384449891986670797e-16 5.251472254950898639e-17
5.441341308593750000e+03 2.648994427979745828e-16 5.261241919729639938e-17
5.442594238281250000e+03 2.902613297744424453e-16 5.239119801427521766e-17
5.443847167968750000e+03 2.215913364191318506e-16 5.152580165742224011e-17
5.445099609375000000e+03 2.396501847337119406e-16 5.106748404106375896e-17
5.446352539062500000e+03 1.986262615158180395e-16 5.052502561279638383e-17
5.447605468750000000e+03 1.933418082463556715e-16 5.042173722406811237e-17
5.448857910156250000e+03 1.920469330980202616e-16 4.975688915236739127e-17
5.450110839843750000e+03 2.236088365505935855e-16 4.991415934787087332e-17
5.451363769531250000e+03 2.472966158463725268e-16 5.013923519254655215e-17
5.452616210937500000e+03 2.294975419488034900e-16 4.951016433669997460e-17
5.453869140625000000e+03 1.947709645866104898e-16 4.870094677832914848e-17
5.455122070312500000e+03 2.309505210906998354e-16 4.861361304925579982e-17
5.456374511718750000e+03 2.429505427335699151e-16 4.862772475050595447e-17
5.457627441406250000e+03 2.103997283150771955e-16 4.825548685741219159e-17
5.458880371093750000e+03 2.529697248897266101e-16 4.854093696063689080e-17
5.460132812500000000e+03 2.521457735902849894e-16 4.842852642411338455e-17
5.461385742187500000e+03 2.256613826702479671e-16 4.822834540715310165e-17
5.462638671875000000e+03 2.377617247778084780e-16 4.798720571498164302e-17
5.463891113281250000e+03 2.426439168066638584e-16 4.725451228943932259e-17
5.465144042968750000e+03 2.039762804293538106e-16 4.648554203095287658e-17
5.466396972656250000e+03 2.033524406637010184e-16 4.645834102368968281e-17
5.467649414062500000e+03 2.092603895916813565e-16 4.625290575547846307e-17
5.468902343750000000e+03 2.573207743210943407e-16 4.673001029790924859e-17
5.470155273437500000e+03 2.593977520473210886e-16 4.668914095820422860e-17
5.471408203125000000e+03 1.865371161250290464e-16 4.539590362748167364e-17
5.472660644531250000e+03 2.191639782203174411e-16 4.523658202405906009e-17
5.473913574218750000e+03 2.256225250337926761e-16 4.515333787593417360e-17
5.475166503906250000e+03 2.090862581465715935e-16 4.494168551823900530e-17
5.476418945312500000e+03 2.198153465567559981e-16 4.467602819271147493e-17
5.477671875000000000e+03 2.366155833210550029e-16 4.468437609945336009e-17
5.478924804687500000e+03 2.525032214940263042e-16 4.464496921507133385e-17
5.480177246093750000e+03 2.067776698488299979e-16 4.381580998649307933e-17
5.481430175781250000e+03 2.166123841109424673e-16 4.338221845300503329e-17
5.482683105468750000e+03 2.446920689429043583e-16 4.364780629536110920e-17
5.483935546875000000e+03 1.904699695084695679e-16 4.294811075881475415e-17
5.485188476562500000e+03 1.933562607460181980e-16 4.299628575768984248e-17
5.486441406250000000e+03 2.286581587678540800e-16 4.314830831938728812e-17
5.487693847656250000e+03 2.935508086948841223e-16 4.389553696265339035e-17
5.488946777343750000e+03 2.640833794928542679e-16 4.331786380134840773e-17
5.490199707031250000e+03 2.355626154884995008e-16 4.248266946302096633e-17
5.491452148437500000e+03 2.013732025986535363e-16 4.171684579958467203e-17
5.492705078125000000e+03 2.398051388235002742e-16 4.220395260998244876e-17
5.493958007812500000e+03 2.382450100137762598e-16 4.185124610551228797e-17
5.495210449218750000e+03 2.539555653612122089e-16 4.170811077231611206e-17
5.496463378906250000e+03 2.674315683844525086e-16 4.163863752702900837e-17
