3359.29061341     7.70059e-17     
3363.37798026     6.89368e-17     
3367.46534711     7.63544e-17     
3371.55271396     1.59858e-17     
3375.64008081     9.09973e-17     
3379.72744766     6.37387e-17     
3383.81481451     7.66501e-17     
3387.90218136     5.25766e-17     
3391.98954821     6.10028e-17     
3396.07691506     4.1313e-17      
3400.16428192     5.44134e-17     
3404.25164877     1.31253e-16     
3408.33901562     7.50857e-17     
3412.42638247     7.17333e-17     
3416.51374932     9.92741e-17     
3420.60111617     8.35527e-17     
3424.68848302     8.16189e-17     
3428.77584987     1.14627e-16     
3432.86321672     6.56276e-17     
3436.95058357     8.29698e-17     
3441.03795042     6.96046e-17     
3445.12531727     7.73011e-17     
3449.21268412     6.5195e-17      
3453.30005097     7.44961e-17     
3457.38741782     5.2314e-17      
3461.47478467     5.86539e-17     
3465.56215152     6.39833e-17     
3469.64951837     6.71437e-17     
3473.73688523     6.33485e-17     
3477.82425208     5.69384e-17     
3481.91161893     6.46536e-17     
3485.99898578     5.40895e-17     
3490.08635263     6.13124e-17     
3494.17371948     5.78094e-17     
3498.26108633     4.37329e-17     
3502.34845318     6.45078e-17     
3506.43582003     6.14913e-17     
3510.52318688     8.29369e-17     
3514.61055373     7.64285e-17     
3518.69792058     6.42769e-17     
3522.78528743     6.52621e-17     
3526.87265428     7.41463e-17     
3530.96002113     6.37164e-17     
3535.04738798     6.62206e-17     
3539.13475483     6.36661e-17     
3543.22212168     6.03157e-17     
3547.30948854     5.09429e-17     
3551.39685539     5.92063e-17     
3555.48422224     6.43359e-17     
3559.57158909     7.06106e-17     
3563.65895594     6.4831e-17      
3567.74632279     6.63392e-17     
3571.83368964     7.37742e-17     
3575.92105649     6.22933e-17     
3580.00842334     6.70902e-17     
3584.09579019     6.12784e-17     
3588.18315704     5.83016e-17     
3592.27052389     6.79438e-17     
3596.35789074     6.31863e-17     
3600.44525759     6.95268e-17     
3604.53262444     7.37141e-17     
3608.61999129     5.64602e-17     
3612.70735814     5.2651e-17      
3616.79472499     7.41537e-17     
3620.88209184     7.42588e-17     
3624.9694587      6.48902e-17     
3629.05682555     6.09727e-17     
3633.1441924      6.06938e-17     
3637.23155925     6.97078e-17     
3641.3189261      6.95085e-17     
3645.40629295     7.44061e-17     
3649.4936598      6.46424e-17     
3653.58102665     6.59097e-17     
3657.6683935      7.94013e-17     
3661.75576035     7.35441e-17     
3665.8431272      7.50143e-17     
3669.93049405     6.54311e-17     
3674.0178609      8.28082e-17     
3678.10522775     8.0095e-17      
