9372.61399055     9.19557e-17     
9379.55294202     4.80885e-17     
9386.4918935      6.5304e-17      
9393.43084498     9.4308e-17      
9400.36979646     2.67699e-17     
9407.30874794     8.4324e-17      
9414.24769942     5.54446e-17     
9421.1866509      9.80489e-17     
9428.12560238     9.63504e-17     
9435.06455386     9.84837e-17     
9442.00350534     1.29167e-16     
9448.94245682     7.41348e-17     
9455.8814083      9.14027e-17     
9462.82035978     7.64568e-17     
9469.75931125     3.39685e-17     
9476.69826273     7.30887e-17     
9483.63721421     5.26991e-17     
9490.57616569     7.23393e-17     
9497.51511717     6.94679e-17     
9504.45406865     9.25027e-17     
9511.39302013     9.95909e-17     
9518.33197161     4.66524e-17     
9525.27092309     4.25329e-17     
9532.20987457     1.10585e-16     
9539.14882605     8.87563e-17     
9546.08777753     9.90948e-17     
9553.02672901     9.48772e-17     
9559.96568049     3.33806e-17     
9566.90463196     1.17469e-16     
9573.84358344     1.07875e-16     
9580.78253492     1.08185e-16     
9587.7214864      1.09752e-16     
9594.66043788     2.85914e-17     
9601.59938936     7.7145e-17      
9608.53834084     4.76558e-17     
9615.47729232     7.59549e-17     
9622.4162438      6.42709e-17     
9629.35519528     1.03246e-16     
9636.29414676     9.15385e-17     
9643.23309824     6.47925e-17     
9650.17204972     5.70216e-17     
9657.11100119     6.06139e-17     
9664.04995267     6.85821e-17     
9670.98890415     8.9713e-17      
9677.92785563     7.75603e-17     
9684.86680711     8.33353e-17     
9691.80575859     1.19447e-16     
9698.74471007     6.40664e-17     
9705.68366155     6.15883e-17     
9712.62261303     7.72584e-17     
9719.56156451     6.20454e-17     
9726.50051599     7.87169e-17     
9733.43946747     9.06678e-17     
9740.37841895     1.14469e-16     
9747.31737043     1.0249e-16      
9754.2563219      5.69948e-17     
9761.19527338     7.81719e-17     
9768.13422486     6.94503e-17     
9775.07317634     3.29022e-17     
9782.01212782     5.48491e-17     
9788.9510793      8.1149e-17      
9795.89003078     1.0197e-16      
9802.82898226     9.46752e-17     
9809.76793374     7.09949e-17     
9816.70688522     9.07817e-17     
9823.6458367      7.97528e-17     
9830.58478818     7.26028e-17     
9837.52373966     1.13753e-16     
9844.46269113     7.12264e-17     
9851.40164261     8.0095e-17      
9858.34059409     7.90874e-17     
9865.27954557     7.51494e-17     
9872.21849705     8.31223e-17     
9879.15744853     7.21107e-17     
9886.09640001     8.39701e-17     
9893.03535149     5.22191e-17     
9899.97430297     6.90691e-17     
9906.91325445     7.5464e-17      
9913.85220593     7.82106e-17     
9920.79115741     8.20241e-17     
9927.73010889     8.70544e-17     
9934.66906037     7.49292e-17     
9941.60801184     8.50578e-17     
9948.54696332     6.90673e-17     
9955.4859148      4.64235e-17     
9962.42486628     5.36658e-17     
9969.36381776     7.49185e-17     
9976.30276924     6.99639e-17     
9983.24172072     7.4499e-17      
9990.1806722      9.65459e-17     
9997.11962368     7.62297e-17     
10004.0585752     6.74802e-17     
10010.9975266     7.53547e-17     
10017.9364781     7.13438e-17     
10024.8754296     7.89861e-17     
10031.8143811     5.86986e-17     
10038.7533326     6.74213e-17     
10045.692284      6.3493e-17      
10052.6312355     6.61547e-17     
10059.570187      6.42089e-17     
10066.5091385     6.46357e-17     
10073.44809       7.90662e-17     
10080.3870414     8.63353e-17     
10087.3259929     6.42701e-17     
10094.2649444     8.23031e-17     
10101.2038959     6.96362e-17     
10108.1428473     5.5105e-17      
10115.0817988     6.38112e-17     
10122.0207503     9.25523e-17     
10128.9597018     7.48301e-17     
10135.8986533     3.66131e-17     
10142.8376047     4.87874e-17     
10149.7765562     7.36037e-17     
10156.7155077     7.41918e-17     
10163.6544592     4.14974e-17     
10170.5934107     2.74548e-17     
10177.5323621     1.30258e-17     
10184.4713136     3.44171e-17     
10191.4102651     2.79203e-17     
10198.3492166     5.4173e-17      
10205.2881681     2.81172e-17     
10212.2271195     2.6213e-17      
10219.166071      3.0935e-17      
10226.1050225     3.44863e-17     
10233.043974      6.46242e-17     
10239.9829255     3.37203e-17     
10246.9218769     2.80344e-17     
10253.8608284     4.044e-17       
10260.7997799     2.28232e-17     
10267.7387314     4.23367e-17     
10274.6776828     2.26522e-17     
10281.6166343     6.64015e-18     
10288.5555858     1.46298e-18     
10295.4945373     3.95875e-17     
10302.4334888     1.44987e-17     
10309.3724402     3.08556e-17     
10316.3113917     3.57224e-18     
10323.2503432     1.56267e-17     
10330.1892947     1.386e-17       
10337.1282462     2.56803e-17     
10344.0671976     4.22405e-17     
10351.0061491     2.84884e-17     
10357.9451006     2.10781e-17     
10364.8840521     3.17516e-17     
10371.8230036     2.59233e-17     
