   3.8958301e+03   1.7827849e-16   3.2912461e-17
   3.8967273e+03   1.3288078e-16   3.1623237e-17
   3.8976245e+03   2.3559631e-16   3.2475706e-17
   3.8985222e+03   1.3946384e-16   3.0931172e-17
   3.8994199e+03   1.6178859e-16   3.1224457e-17
   3.9003179e+03   1.8904468e-16   3.1356283e-17
   3.9012161e+03   1.7963997e-16   3.1650743e-17
   3.9021145e+03   2.1576528e-16   3.2193367e-17
   3.9030129e+03   1.9374703e-16   3.1761681e-17
   3.9039119e+03   1.4999339e-16   3.1067412e-17
   3.9048108e+03   1.3161328e-16   3.1110680e-17
   3.9057100e+03   1.9511388e-16   3.2184794e-17
   3.9066094e+03   2.0651733e-16   3.2471544e-17
   3.9075090e+03   1.5743412e-16   3.2193492e-17
   3.9084089e+03   2.1645218e-16   3.3230714e-17
   3.9093091e+03   1.9636643e-16   3.3887896e-17
   3.9102092e+03   1.2773058e-16   3.2341134e-17
   3.9111096e+03   1.5954932e-16   3.2872981e-17
   3.9120105e+03   2.0338955e-16   3.3165218e-17
   3.9129114e+03   1.5885314e-16   3.3781540e-17
   3.9138123e+03   1.5839373e-16   3.3902874e-17
   3.9147136e+03   1.1300370e-16   3.3045161e-17
   3.9156152e+03   1.5078049e-16   3.3723409e-17
   3.9165168e+03   2.3874449e-16   3.4400576e-17
   3.9174187e+03   2.0049413e-16   3.3648519e-17
   3.9183208e+03   2.3517557e-16   3.3633538e-17
   3.9192231e+03   2.3012779e-16   3.3161651e-17
   3.9201257e+03   1.3468261e-16   3.1642110e-17
   3.9210286e+03   1.4606406e-16   3.1342605e-17
   3.9219314e+03   2.4377206e-16   3.5216867e-17
   3.9228347e+03   1.8756904e-16   3.4860955e-17
   3.9237380e+03   1.3982812e-16   3.3713837e-17
   3.9246416e+03   1.5202439e-16   3.2842683e-17
   3.9255454e+03   1.6606441e-16   2.9426762e-17
   3.9264495e+03   1.3786483e-16   2.8318161e-17
   3.9273535e+03   4.2991528e-17   2.6681692e-17
   3.9282581e+03   8.6989145e-17   2.7283712e-17
   3.9291626e+03   1.6048326e-16   2.8154019e-17
   3.9300674e+03   1.4224293e-16   2.8135149e-17
   3.9309724e+03   1.7222520e-16   2.8612088e-17
   3.9318777e+03   2.3242359e-16   2.9733467e-17
   3.9327832e+03   1.0755939e-16   2.8284654e-17
   3.9336887e+03   1.0287747e-16   2.8600938e-17
   3.9345947e+03   1.1028313e-16   2.9336480e-17
   3.9355007e+03   1.2842200e-16   3.0094462e-17
   3.9364070e+03   9.4292846e-17   2.9783793e-17
   3.9373135e+03   1.1237930e-16   2.9999574e-17
   3.9382202e+03   1.5410835e-16   3.0436054e-17
   3.9391272e+03   1.8010949e-16   3.0634455e-17
   3.9400342e+03   1.8151056e-16   3.0716531e-17
   3.9409417e+03   1.5355262e-16   3.0527134e-17
   3.9418491e+03   1.6143066e-16   3.0810036e-17
   3.9427568e+03   1.4146895e-16   3.0984551e-17
   3.9436648e+03   1.8372902e-16   3.1729871e-17
