 3408.06  7.38528e-15  4.41248e-14
 3410.37  6.39860e-15  4.28701e-14
 3412.67  6.68613e-15  4.16558e-14
 3414.98  7.10054e-15  4.13310e-14
 3417.28  6.68121e-15  4.24067e-14
 3419.59  7.93608e-15  4.24796e-14
 3421.89  8.42571e-15  4.40253e-14
 3424.20  8.32381e-15  4.45858e-14
 3426.50  7.42469e-15  4.47313e-14
 3428.81  7.87905e-15  4.40995e-14
 3431.11  7.43514e-15  4.54944e-14
 3433.42  8.06573e-15  4.35010e-14
 3435.72  8.65070e-15  4.21758e-14
 3438.03  8.46017e-15  4.05305e-14
 3440.33  8.29382e-15  3.63462e-14
 3442.64  8.06556e-15  3.32177e-14
 3444.94  8.77881e-15  3.32601e-14
 3447.24  8.74346e-15  3.53160e-14
 3449.55  7.60292e-15  3.91810e-14
 3451.85  8.29562e-15  4.09674e-14
 3454.16  8.61178e-15  4.19467e-14
 3456.46  8.89351e-15  4.13119e-14
 3458.77  9.11223e-15  3.94469e-14
 3461.07  8.47880e-15  3.78383e-14
 3463.38  9.01120e-15  3.82891e-14
 3465.68  9.46282e-15  3.88231e-14
 3467.99  8.78520e-15  4.08064e-14
 3470.29  9.53963e-15  4.01258e-14
 3472.60  9.61711e-15  3.95566e-14
 3474.90  1.00684e-14  3.74066e-14
 3477.21  1.01438e-14  3.65156e-14
 3479.51  1.08942e-14  3.68319e-14
 3481.82  1.12836e-14  3.79464e-14
 3484.12  1.04007e-14  3.87622e-14
 3486.43  1.02830e-14  3.88535e-14
 3488.73  1.04228e-14  3.78175e-14
 3491.04  1.07503e-14  3.63807e-14
 3493.34  1.02776e-14  3.57360e-14
 3495.65  1.07950e-14  3.48569e-14
 3497.95  1.07687e-14  3.67020e-14
 3500.26  9.17609e-15  3.97937e-14
 3502.56  1.08267e-14  4.12914e-14
 3504.87  1.11862e-14  4.24345e-14
 3507.17  1.06678e-14  4.26129e-14
 3509.48  1.03534e-14  4.00147e-14
 3511.78  9.71651e-15  3.90741e-14
 3514.09  1.09785e-14  3.70277e-14
 3516.39  1.11971e-14  3.82197e-14
 3518.70  1.04523e-14  3.98222e-14
 3521.00  1.13485e-14  3.81243e-14
 3523.31  1.06197e-14  3.65360e-14
 3525.61  1.04753e-14  3.40624e-14
 3527.91  1.09205e-14  3.51443e-14
 3530.22  1.03139e-14  3.73083e-14
 3532.52  1.10146e-14  3.96282e-14
 3534.83  1.01418e-14  4.11511e-14
 3537.13  1.09805e-14  4.14346e-14
 3539.44  1.09418e-14  4.25056e-14
 3541.74  1.12382e-14  4.20462e-14
 3544.05  1.23547e-14  4.26327e-14
 3546.35  1.14617e-14  4.26933e-14
 3548.66  1.21912e-14  4.28791e-14
 3550.96  1.16155e-14  4.16171e-14
 3553.27  1.20938e-14  4.06916e-14
 3555.57  1.21018e-14  3.93547e-14
 3557.88  1.29577e-14  3.83497e-14
 3560.18  1.21548e-14  3.86311e-14
 3562.49  1.28757e-14  3.80727e-14
 3564.79  1.26650e-14  3.54585e-14
 3567.10  1.13601e-14  3.27208e-14
 3569.40  1.15914e-14  2.98054e-14
 3571.71  1.18823e-14  2.95326e-14
 3574.01  1.21994e-14  3.16592e-14
 3576.32  1.20540e-14  3.26222e-14
 3578.62  1.17498e-14  3.11655e-14
 3580.93  1.19944e-14  2.74614e-14
 3583.23  1.15690e-14  2.53069e-14
 3585.54  1.15228e-14  2.50448e-14
 3587.84  1.23977e-14  2.73323e-14
 3590.15  1.22073e-14  3.07660e-14
 3592.45  1.14140e-14  3.47864e-14
 3594.76  1.17845e-14  3.86929e-14
 3597.06  1.26503e-14  3.99179e-14
 3599.37  1.14472e-14  4.03965e-14
 3601.67  1.12099e-14  3.90602e-14
 3603.97  1.13579e-14  3.60517e-14
 3606.28  1.21421e-14  3.36476e-14
 3608.58  1.16168e-14  3.23900e-14
 3610.89  1.17981e-14  3.17018e-14
 3613.19  1.04411e-14  3.38610e-14
 3615.50  1.19368e-14  3.31699e-14
 3617.80  1.10595e-14  3.19964e-14
 3620.11  1.08713e-14  3.27378e-14
 3622.41  1.14217e-14  3.43850e-14
 3624.72  1.24088e-14  3.79737e-14
 3627.02  1.18189e-14  3.94571e-14
 3629.33  1.19385e-14  3.86915e-14
 3631.63  1.11708e-14  3.59139e-14
 3633.94  1.08021e-14  3.42450e-14
 3636.24  1.14559e-14  3.53702e-14
 3638.55  1.07104e-14  3.86271e-14
 3640.85  1.03826e-14  3.95962e-14
 3643.16  1.10939e-14  3.88285e-14
 3645.46  1.06171e-14  3.86060e-14
 3647.77  1.11544e-14  4.06933e-14
 3650.07  1.21817e-14  4.39776e-14
 3652.38  1.19695e-14  4.81676e-14
 3654.68  1.25919e-14  4.86020e-14
 3656.99  1.13354e-14  4.87261e-14
 3659.29  1.09511e-14  4.72252e-14
 3661.60  1.23502e-14  4.67199e-14
 3663.90  1.09862e-14  4.56338e-14
 3666.21  1.17077e-14  4.36890e-14
 3668.51  1.17453e-14  4.16088e-14
 3670.82  1.19669e-14  4.13234e-14
 3673.12  1.28443e-14  4.13673e-14
 3675.43  1.16555e-14  4.08856e-14
 3677.73  1.28223e-14  3.86086e-14
 3680.04  1.27428e-14  3.73996e-14
 3682.34  1.28113e-14  3.73921e-14
 3684.64  1.29562e-14  3.65236e-14
 3686.95  1.35620e-14  3.66395e-14
 3689.25  1.40472e-14  3.80650e-14
 3691.56  1.49998e-14  3.96228e-14
 3693.86  1.52538e-14  4.10443e-14
 3696.17  1.57157e-14  4.18795e-14
 3698.47  1.59161e-14  4.19540e-14
 3700.78  1.63754e-14  4.24741e-14
 3703.08  1.67066e-14  3.95159e-14
 3705.39  1.71764e-14  3.54258e-14
 3707.69  1.80407e-14  3.40873e-14
 3710.00  1.86823e-14  3.63116e-14
 3712.30  1.92533e-14  4.00138e-14
 3714.61  1.89054e-14  4.20246e-14
 3716.91  1.97595e-14  4.01104e-14
 3719.22  2.05635e-14  3.49135e-14
 3721.52  2.16640e-14  3.20934e-14
 3723.83  2.22359e-14  3.32349e-14
 3726.13  2.16552e-14  3.52237e-14
 3728.44  2.23709e-14  3.63638e-14
 3730.74  2.39832e-14  3.38458e-14
 3733.05  2.42122e-14  3.03115e-14
 3735.35  2.34466e-14  2.76965e-14
 3737.66  2.39451e-14  2.82877e-14
 3739.96  2.34625e-14  3.16257e-14
 3742.27  2.40936e-14  3.27780e-14
 3744.57  2.44583e-14  3.03114e-14
 3746.88  2.48837e-14  2.72240e-14
 3749.18  2.41130e-14  2.74760e-14
 3751.49  2.45052e-14  3.09091e-14
 3753.79  2.49415e-14  3.46836e-14
 3756.10  2.41505e-14  3.65694e-14
 3758.40  2.48293e-14  3.50849e-14
 3760.71  2.41559e-14  3.36182e-14
 3763.01  2.45222e-14  3.33547e-14
 3765.31  2.40030e-14  3.34666e-14
 3767.62  2.40557e-14  3.39779e-14
 3769.92  2.39729e-14  3.53107e-14
 3772.23  2.35673e-14  3.77555e-14
 3774.53  2.35211e-14  3.94447e-14
 3776.84  2.31989e-14  4.06626e-14
 3779.14  2.25689e-14  4.27050e-14
 3781.45  2.17611e-14  4.36224e-14
 3783.75  2.20855e-14  4.22792e-14
 3786.06  2.20831e-14  3.97147e-14
 3788.36  2.01703e-14  3.72374e-14
 3790.67  1.99586e-14  3.51373e-14
 3792.97  1.92450e-14  3.39868e-14
