5.400000000000000000e+03 2.275584336578189565e-14 2.756976835073684205e-16
5.401252929687500000e+03 2.274094575030558701e-14 2.738427078226611045e-16
5.402505371093750000e+03 2.279145093681857193e-14 2.722599208815980375e-16
5.403758300781250000e+03 2.227638036598859894e-14 2.680146182197390859e-16
5.405011230468750000e+03 2.215414504137033086e-14 2.662544043460058447e-16
5.406263671875000000e+03 2.225394246321583253e-14 2.653057803846402317e-16
5.407516601562500000e+03 2.220218875013859477e-14 2.628003892755600198e-16
5.408769531250000000e+03 2.198075739706737558e-14 2.605322203312702154e-16
5.410021972656250000e+03 2.214097029090873747e-14 2.591713560223877751e-16
5.411274902343750000e+03 2.217608319470421724e-14 2.575558789035166125e-16
5.412527343750000000e+03 2.205174214617907497e-14 2.562568744695633378e-16
5.413780273437500000e+03 2.214423814401924456e-14 2.561527423566102623e-16
5.415033203125000000e+03 2.193619499371232684e-14 2.535430867856789663e-16
5.416285644531250000e+03 2.204289912220974007e-14 2.537181579079645895e-16
5.417538574218750000e+03 2.195989158744471315e-14 2.522543261564315483e-16
5.418791503906250000e+03 2.199200430054101818e-14 2.506052059476866290e-16
5.420043945312500000e+03 2.201940920451648381e-14 2.489315217834713349e-16
5.421296875000000000e+03 2.208873376905156477e-14 2.485875205277676822e-16
5.422549804687500000e+03 2.171129758182094305e-14 2.462680002110505858e-16
5.423802246093750000e+03 2.159045816749975005e-14 2.443439119318032392e-16
5.425055175781250000e+03 2.205670575924998517e-14 2.454056147916273013e-16
5.426308105468750000e+03 2.253885893568376153e-14 2.467932929872462605e-16
5.427560546875000000e+03 2.187393976615503027e-14 2.428517839858759840e-16
5.428813476562500000e+03 2.162854415694009241e-14 2.405188434909008273e-16
5.430066406250000000e+03 2.170189043390873679e-14 2.393412294662009346e-16
5.431318847656250000e+03 2.146909359275125939e-14 2.382850323205340255e-16
5.432571777343750000e+03 2.153122684756415134e-14 2.379247786201549308e-16
5.433824707031250000e+03 2.145512093725335245e-14 2.363703672828248829e-16
5.435077148437500000e+03 2.146954252021330417e-14 2.348444903679054643e-16
5.436330078125000000e+03 2.151432345806874452e-14 2.342281680196595540e-16
5.437582519531250000e+03 2.113213033380634265e-14 2.318964186647664736e-16
5.438835449218750000e+03 2.134777645184781497e-14 2.319354615896789765e-16
5.440088378906250000e+03 2.144784323017054350e-14 2.308621384966097695e-16
5.441340820312500000e+03 2.160934700222352095e-14 2.305585036547987045e-16
5.442593750000000000e+03 2.124995431083531033e-14 2.280595447021617050e-16
5.443846679687500000e+03 2.098910543253066502e-14 2.263797460188584189e-16
5.445099121093750000e+03 2.076060643654755594e-14 2.238961924779496069e-16
5.446352050781250000e+03 2.114288934630236677e-14 2.251566304430232092e-16
5.447604980468750000e+03 2.117427191699813860e-14 2.251271960481061223e-16
5.448857421875000000e+03 2.094553575178979832e-14 2.233418094139716674e-16
5.450110351562500000e+03 2.095010125937549900e-14 2.229136077893550168e-16
5.451363281250000000e+03 2.079389821950643896e-14 2.213207755669331059e-16
5.452615722656250000e+03 2.105083041746298039e-14 2.207832802223410489e-16
5.453868652343750000e+03 2.127599887989748556e-14 2.215121123687839718e-16
5.455121582031250000e+03 2.136827126103958002e-14 2.211085408740867003e-16
5.456374023437500000e+03 2.106971925218675129e-14 2.190660665055707643e-16
5.457626953125000000e+03 2.083534015348380286e-14 2.171885518035326034e-16
5.458879882812500000e+03 2.091223888663323177e-14 2.163315662191480650e-16
5.460132324218750000e+03 2.067808848682604200e-14 2.147951543319471710e-16
5.461385253906250000e+03 2.073354373388278105e-14 2.138083080088367077e-16
