       4097.2056 -4.28087e-16  1.55916e-15
       4101.6831 -1.48803e-17  1.06734e-15
       4106.1606  1.15751e-15  6.17540e-16
       4110.6382  1.12820e-15  3.30528e-16
       4115.1157  1.11799e-15  2.28694e-16
       4119.5933  1.33482e-15  1.72198e-16
       4124.0708  1.27685e-15  1.42217e-16
       4128.5483  1.08478e-15  1.15164e-16
       4133.0259  1.07433e-15  9.64555e-17
       4137.5034  1.07616e-15  8.52630e-17
       4141.9810  1.14210e-15  7.74918e-17
       4146.4585  1.28370e-15  7.38725e-17
       4150.9361  1.13426e-15  6.61287e-17
       4155.4136  1.10687e-15  6.24939e-17
       4159.8911  1.20201e-15  5.92554e-17
       4164.3687  1.19127e-15  5.65621e-17
       4168.8462  1.27382e-15  5.48886e-17
       4173.3238  1.09251e-15  5.03882e-17
       4177.8013  1.09380e-15  4.79018e-17
       4182.2788  1.12185e-15  4.59631e-17
       4186.7564  1.18569e-15  4.51736e-17
       4191.2339  1.15911e-15  4.34405e-17
       4195.7115  1.15135e-15  4.17312e-17
       4200.1890  1.22341e-15  4.24780e-17
       4204.6665  1.24117e-15  4.17096e-17
       4209.1441  1.22603e-15  4.05482e-17
       4213.6216  1.21678e-15  3.94032e-17
       4218.0992  1.15665e-15  3.78448e-17
       4222.5767  1.14614e-15  3.70053e-17
       4227.0542  1.20800e-15  3.69397e-17
       4231.5318  1.16592e-15  3.56065e-17
       4236.0093  1.16334e-15  3.49851e-17
       4240.4869  1.17851e-15  3.45165e-17
       4244.9644  1.19786e-15  3.44267e-17
       4249.4419  1.17238e-15  3.37595e-17
       4253.9195  1.15493e-15  3.30181e-17
       4258.3970  1.19828e-15  3.27297e-17
       4262.8746  1.19626e-15  3.21507e-17
       4267.3521  1.19113e-15  3.16748e-17
       4271.8296  1.16839e-15  3.12088e-17
       4276.3072  1.10169e-15  2.99488e-17
       4280.7847  1.10644e-15  2.95999e-17
       4285.2623  1.16624e-15  2.98200e-17
       4289.7398  1.16431e-15  2.93956e-17
       4294.2173  1.14125e-15  2.88915e-17
       4298.6949  1.08441e-15  2.80052e-17
       4303.1724  1.18962e-15  2.87441e-17
       4307.6500  1.12956e-15  2.79422e-17
       4312.1275  1.10256e-15  2.76248e-17
       4316.6051  1.11604e-15  2.74501e-17
       4321.0826  1.12856e-15  2.73503e-17
       4325.5601  1.09419e-15  2.66581e-17
       4330.0377  1.06930e-15  2.61235e-17
       4334.5152  1.11992e-15  2.63383e-17
       4338.9928  1.07869e-15  2.57601e-17
       4343.4703  1.12703e-15  2.59839e-17
       4347.9478  1.12785e-15  2.58011e-17
       4352.4254  1.11790e-15  2.56897e-17
       4356.9029  1.03312e-15  2.47280e-17
       4361.3805  1.11988e-15  2.53005e-17
       4365.8580  1.03322e-15  2.42332e-17
       4370.3355  1.09682e-15  2.45507e-17
       4374.8131  1.09022e-15  2.43788e-17
       4379.2906  1.08764e-15  2.40485e-17
       4383.7682  1.06620e-15  2.37063e-17
